"Name";"ID";"Source";"Color"
" Gov. Nighthill";"fcdf1ab9-a5db-d37f-67b5-4f838d187cc0";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Ontharr Frume";"38675f39-0de9-a5a4-64ea-b0b1793458d0";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Rail Spike Cultist";"de7ab816-e8ed-0195-7c63-438b0baee84d";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Rezmir";"013902b0-8281-b9dd-bc87-fcac05ac38f5";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Troglodyte";"39aeb900-c4bf-6535-9807-2d8ff94752af";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Veteran";"9af9a61c-fc5b-96d9-71ec-28d1447c953f";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Violet Fungus";"94cdce12-b0ec-bc4b-2497-44bc0cd0b3da";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Ape";"ba34930a-9b1c-95b2-a0a7-a9a8b17a4c4b";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Badger";"6b4bc354-d71c-8ef0-c025-6fe767666869";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Crab";"9d893477-dabe-1d7b-7fa5-94ea344077f9";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Crocodile";"a7f82349-3858-450c-fb40-12f98f840766";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Deer";"f008a2f9-72f1-af7a-ba63-5c0900c83f98";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Elephant";"2dc36c64-c737-94e4-5eea-3cf44ce3eef5";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Frog";"cebdf51d-9320-e45e-4829-1216b009886c";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Frog";"3c91855c-7435-c403-9a02-9b56e8ad5488";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Octopus";"892ef9cb-d5b8-96a9-25a5-a5554d56d499";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Panther";"56e96c4f-202a-6cbd-5d4f-6a776bfafadb";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Polar Bear";"a4813875-9644-3547-51cb-a99e7571d0aa";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Raven";"2ef362fa-f545-8f49-effd-4b11f3373039";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Raven";"f896d52f-4ff2-c56b-7555-6e1063be03ad";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Snake";"b7f17d47-1144-ccaa-5150-df1430f21553";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Wolf Spider";"d7c236bf-f036-5edb-e0ac-aa5699c3a710";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Wolf Spider";"6988913e-ba47-1a1d-a611-6da5d1fc2a26";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Wolf Spider";"9dd35d7c-4675-aed4-7277-6385f9109796";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Auril Second Form";"e5f94d34-213a-dc99-8694-608f7bccdc6d";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Auril Third Form";"49ff3041-e290-0546-975a-83dd7d489e45";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Goliath Werebear Fishing Rod";"34f133ac-5525-d2ff-3439-618127fb5675";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Goliath Werebear Great Axe";"fed0b5ce-79ce-87ae-fdc2-eb1cf80b8a8d";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Tomb Tapper";"97f2f0cc-cfcd-dcb5-5087-77e081e68473";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Gnoll Vampire";"95b751db-abe4-09c7-6d89-47e4ce25765b";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Walrus";"1946a86a-01b1-7ecd-77e0-7d257f1c6475";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Yeti";"a9f2ab8f-bb57-7a68-1c2e-77828c6e31af";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Aboleth";"619d75bb-310b-2ba0-c12c-d0087d58af47";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Aboleth Ninileth";"f2fbcaf6-e83e-1e65-3aca-a788d5f17cb5";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Ankheg";"3e942e93-d0bb-893a-d296-dbd069a9b680";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Gorgon";"413c13f9-29e3-f32b-5f66-4c01d9923f20";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Guardian Naga";"a0234979-b0da-63e8-7b46-29980d636db5";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Ogre";"62a95a69-172c-fe57-57a1-4f1ffc7e48ab";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Otyugh";"81a27abd-c430-a98d-bc62-42e28e365a85";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Troll";"f12e3fd0-27bf-fdc6-2124-68b2da1947df";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Basilisk";"807bacd7-d4ca-8f20-7098-a16543c8a751";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Death Dog";"e5893977-1b6b-bfcd-94f2-db6fe0881444";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Doppelganger";"d25acbba-9317-701b-7bb7-05f0c64f9939";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Medusa";"bc712c66-a4d4-3f2d-6367-e9f7a36cbcd5";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Peryton";"ea5ccaf9-2254-9f3c-6298-e67ee7531a51";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Duodrone";"6cef2244-7163-ed0f-3dcd-cff4eafec5c9";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Modrons_Collection/";"TRUE"
"Monodrone";"effb4b77-dd6b-f81f-0161-9eb23b20110c";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Modrons_Collection/";"TRUE"
"Pentadrone";"27fba0aa-51ed-7956-cb05-3b02d1ad5e71";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Modrons_Collection/";"TRUE"
"Quadrone";"f0e91c23-6706-2609-7366-ad078233af28";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Modrons_Collection/";"TRUE"
"Tridrone";"8a3ca5d4-fc43-998f-19b4-823df8436871";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Modrons_Collection/";"TRUE"
"Cambion";"9f124f03-ae54-b1b5-3cfc-4a75f169c722";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"Carrion Crawler";"636d4baa-4fce-1258-d4a2-f8ddfe573819";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"Centaur Female";"77ae8093-05f3-6663-3158-f106e104515d";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"Centaur Male";"0d0981c7-f3b5-1e79-5fe9-053bb82d1809";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"Chuul";"c9c6d49b-8b5d-54d1-d50c-4fbbda551ce0";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"Cloaker";"76139ecb-6936-998a-049c-eeb2dafb03da";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"Cockatrice";"dfd99279-b123-806b-5012-7539772046d8";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"Couatl";"600035f6-d9c1-0445-5280-f25016ec7b89";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"Cyclops";"74206b90-df65-c8fa-f819-dada1c1cd800";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Monster_Manual_C/";"TRUE"
"BlackPudding";"7a065948-34b8-77ce-7b41-0fce00f806e0";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Ooze_Collection/";"TRUE"
"Dragonblood ooze";"d23fa6cd-1260-31ab-18c8-6ac750fc1232";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Ooze_Collection/";"TRUE"
"Gelatinous_Cube";"af4d7226-7b3e-af93-686c-cbbd3853e3d0";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Ooze_Collection/";"TRUE"
"GrayOoze";"2d5248c5-b1b7-1255-4e2a-f7f3310792d9";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Ooze_Collection/";"TRUE"
"Oblex";"3dd1cd51-7a48-4df5-816f-7248a36ba16f";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Ooze_Collection/";"TRUE"
"Oblex Spawn";"ce84a61f-7c38-7ea4-7fdf-63377926ce78";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Ooze_Collection/";"TRUE"
"OchreJelly";"dee553c7-1773-7f66-890a-21fa9d6680e8";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Ooze_Collection/";"TRUE"
"Assasin vine";"8d075ca0-5a5d-20c0-52c7-2ba0a4e6e2c8";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Awakened Shrub";"734b60e8-be6c-1220-9c0b-52dd267bf43f";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Awakened Tree";"1ad63320-c3c4-1b8c-fb7c-c20608cf1416";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Fungus Queen";"060e885c-c814-c8ce-5cd4-a065d4b2572e";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Gas spore";"aa716191-320c-78bc-44c0-ef2564773a15";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Myconid Adult";"ab57be7b-7eb2-e3d9-a4e1-91bab1da23ed";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Myconid Behemoth";"28886799-b55b-5661-ddde-5b3352960718";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Myconid Sovereign";"73cbf773-0b9d-e97b-da34-9930c8109d99";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Myconid Sprouts";"ace007a2-4c01-7c60-1292-f28e3dd3bca9";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Myconid Sprouts";"5b9ab166-b30b-636e-085d-c14ec987a237";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Shrieker";"25f6d816-b90c-7a35-9115-18c1ad578f23";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Treant";"6123a7f6-dc01-decb-6f92-548bcdadc248";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Treant Sapling";"1ac97c90-dd4d-167d-912b-9e3bf8eed8a7";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Ammalia Cassalanter";"46af7e19-a108-1509-e20a-289a027c9dae";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Aurinax";"0c3e4134-882b-94b7-001c-5cc8532e014f";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Black Viper";"d552ede7-ff48-ee3a-e9ff-6e862cba9557";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Doppelganger";"2d8aca5c-10b7-ebbe-f977-ffe9e1184df3";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Durnan";"7fe0724b-3040-51e4-f1bf-6e12ddaa3840";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Flying Snake";"624923b1-8a61-8675-31bd-72eff523672e";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Gold Dragon";"10be2a7e-fcf8-163b-3df1-0e8917783b50";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Intellect Devourer";"86327bb7-3d6f-c20c-7bd7-a029a09ff797";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Jarlaxle";"be9537fb-3288-eadf-8eb4-86504ed461e0";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Laeral Silverhand";"6d7d2177-c7d4-dc00-1cfa-ee9448522801";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Manshoon";"e3974a02-53c3-9c56-734b-4e1c2555ba9d";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Mindflayer";"f50330cc-f441-7cb9-aa37-5b80646051ba";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Nimblewright";"9144ca8d-5388-9f3c-07c9-9161683302e0";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Renaer Neverember";"ac3b98f3-3cc1-c40c-4e1b-b5174a1cba87";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Spectator";"c036b55e-4132-9828-8d56-08b091e5be1f";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Volothamp Geddarm";"c4e835b5-f960-e47b-a4b9-0881fb86b144";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Xanathar";"682dc689-07d5-70e5-aa96-52c6bf6d7e12";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Yalah Gralhund";"5baa78ea-c5c5-1e0d-f55e-9caa9fae34bc";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Aarakocra";"b605245d-c724-3fc4-166a-190519759bb9";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Aboleth";"1b757cbe-88e2-1a82-6d0a-d9b3e6f75ab4";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Alhoon";"2ffd0afc-7df8-de87-982e-e53fe523051c";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Allip";"a7acc5bd-0fbc-b614-11d0-8be92d78b208";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Allosaurus";"bd2a7706-0235-b8da-d061-da3018389191";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Alquam";"20f28177-917e-bdea-9d42-1fb7f9133962";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Ammit";"7c54726d-a346-10a2-3210-12d717541d3c";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"AngelOfKnowledge";"9386b937-57fa-3b11-534d-c47836a77665";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"AnimatedArmor";"27974c27-db61-29c9-c272-1edcc5d3ae2f";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Ankheg";"2e7f6ebe-3136-db9b-17f4-eaf5c743a8e1";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Ankylosaurus";"dc630c8c-d2ab-18cd-2a4b-63957a754c86";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Arcanaphage";"ccc2c81c-eddf-ce77-72d9-53e549572ab1";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"ArchfeyFemale";"d848bad6-1a5f-1f5c-9348-f4d494d7a5a8";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"AwakenedShrub";"41e87b1e-dfd5-a9c1-245d-e3a6d58ca354";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"AwakenedTree";"66397c66-c966-1614-9685-37eed1df9988";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Azer";"d40464e0-d4f0-9752-202f-0f2c600a7ccf";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"BabaYagasDancingHut";"0116f22e-3967-216e-58d4-d0dda9b99c06";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Balhannoth";"7871d53d-f236-e325-fd34-3d3b608e9c72";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Banshee";"7005ff45-0277-ed0b-674d-77b498983ae7";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BarbedDevil";"dceb296a-9018-006f-7c2b-f31d390a48b2";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Basilisk";"19633b8b-7d28-c106-eee3-808dc84cbc1d";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BeardedDevil";"d24d85b9-d28e-b0d8-9f33-87217ffbaa56";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Beehemoth";"e35be0ea-142e-6073-ee57-821f743d8ec3";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Behir";"9ef3994d-bba5-78aa-82b5-48033a42da05";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Berbalang";"9bf2214d-4eaf-ae2c-09e2-bf3a22e6d25d";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BlackDragon";"ce7044c7-29fa-9629-a492-bdc960ef9b10";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BlackPudding";"e1e7f5a2-23de-d3d2-ab66-5a20cf1e4ca2";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Blemmyes";"8b1bd9c6-ac13-d4a5-1116-de381750a000";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BloodZombie";"2de1dd71-bfa9-e4c7-3836-10f0d7c7eae4";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BlueDracolich";"20c27f38-ea4e-7ab8-0040-12bf6e4b5265";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BlueHalfDragon";"cd901416-3239-8439-1cb8-1a501452c626";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BlueSlaad";"c205c776-cf38-5d4b-6310-baa4aa5df2a4";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Bodak";"2fefab45-46ba-a402-f4c4-acd18e6bdb40";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Boneclaw";"1bd218e2-4a25-eacb-c980-7c3bdaa5c712";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BoneDevil";"85c12a62-a223-650a-e26f-7360d0814baf";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BoneGolem";"fc9fc96a-ab28-a32e-e430-e14e7e8f3ba3";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BoneNaga";"afe7a083-b9ec-56fd-8910-8570d5cad6b0";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BrassDragon";"04cfb09c-76c6-0f74-3960-9453984a7778";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BrassHalfDragon";"55a5e13c-90d3-5f25-b51c-d380dfb3580c";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BronzeDragon";"7543e57a-300f-6987-e159-6a537a292c76";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"BugbearChief";"c79c27b9-c062-d93e-4d6a-c85cf79332d9";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Bukavac";"52cbfd37-144e-f346-c8e2-a9e53ec45db4";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Bulette";"eeccdad5-1d7d-1c02-c758-b9383c0cffc5";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"CelestialKing";"28e7bb6d-2725-f426-701d-e9260e1c5406";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Centaur";"68bc1865-f9bd-742b-7300-556e4fcf79e3";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CentaurFemale";"57045876-077c-5147-9be5-cac7b986e632";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CeustoDaemon";"ba1d7910-0e75-b7ff-5429-43b9e8a4bd9a";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Chernovog";"34566068-f084-bc50-a9d2-43dd249a9de5";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Chimera";"4eb8793a-1dc5-f1d8-a285-f731e2d38ce7";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Choker";"cedf9c1f-7ef6-b5d9-b81f-9f8ebbb5a529";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Chuul";"90f0f744-995b-2c44-b740-e198be922cea";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"ClayGolem";"8c19c5bf-e08c-d32f-641f-a779d145dcb9";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Cloaker";"d3892e70-ecac-5af5-a59d-7e3af0468f20";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"ClockworkBattlemaster";"9c18a446-434d-670a-6701-30f8dfc170d6";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"ClockworkTitan";"b528c60c-fb69-cade-27f1-9db39e40063f";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CloudGiant";"5829f7f8-109f-87f3-3ccb-7a219ac7948b";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Cockatrice";"6a7e747b-75d7-5670-a37d-5b38d22685ed";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CopperDragon";"afe85f8e-5a5c-52a2-23f4-e2d5313d4b6e";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CopperGolem";"59228aef-766b-5369-cbe3-57b2c4c81052";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CorpseBride";"5b9927dc-1ca9-0adf-3374-e312cc7cb297";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CorpseFlower";"2db755ec-87d6-58d5-3ef3-8c7e8fa451ac";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Couatl";"04ea7329-a027-9569-935b-e11fedbb1f22";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CrawlingClaw";"28fc0bcd-f3d6-2e35-25e8-e834015a9163";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CreationDragon";"f45d0805-3f0c-3029-0649-d32e1c70e2b2";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CreepingHut";"5a095a70-2c11-674d-f470-5dbf9ae67ceb";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"CreepyDoll";"412c58ef-b9ec-b871-51a8-58d938dceaa8";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Cthulhu";"eb00bb97-fd17-a5e2-c174-66404e1bb4f7";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Cyclops";"783e1ecc-83cc-3730-c472-81f12c1cd883";"https://talespire.thunderstore.io/package/isopropanol/MonsterC/";"FALSE"
"Dagon";"ad111794-6a6e-dd5a-1341-c5aa25e08291";"https://talespire.thunderstore.io/package/isopropanol/MonsterD/";"FALSE"
"Darkmantle";"68aa1731-00fe-7e0b-012b-f2134a3b0599";"https://talespire.thunderstore.io/package/isopropanol/MonsterD/";"FALSE"
"DeathKnight";"062de08a-c624-d8a7-a2cf-7be943c1cc41";"https://talespire.thunderstore.io/package/isopropanol/MonsterD/";"FALSE"
"Deathlock";"a2595692-ce98-4fa5-e09f-fd059063ca88";"https://talespire.thunderstore.io/package/isopropanol/MonsterD/";"FALSE"
"DeathlockMastermind";"3672c31e-6d0e-5f22-2746-fb90d36a2b7b";"https://talespire.thunderstore.io/package/isopropanol/MonsterD/";"FALSE"
